"date","year","description"
"1925-2-1","1925","en Berlín (Alemania) se reúne por primera vez el Frente de los Combatientes Rojos (organización armada del Partido Comunista de Alemania). Propone «unificar las fuerzas proletarias» para combatir el militarismo y el fascismo."
"1925-2-1","1925","en el teatro Talía de Barcelona se celebra un campeonato de "
"1926-2-1","1926","en Alemania concluye la ocupación de Colonia."
"1927-2-1","1927","el presidente mexicano Plutarco Elías Calles ordena a todos los sacerdotes católicos que se registren ante las autoridades federales."
"1930-2-1","1930","en España se instaura la «dictablanda» (juego de palabras con «dictadura»), tras el nombramiento en Madrid del general Dámaso Berenguer como jefe del Consejo de Ministros, con el encargo del rey de preparar la vuelta al régimen constitucional anterior a 1923."
"1931-2-1","1931","en Argentina es fusilado el militante anarquista Severino Di Giovanni."
"1932-2-1","1932","Puyi, último emperador de China, proclama el estado independiente de Manchuria con el apoyo de las fuerzas japonesas."
"1935-2-1","1935","en el teatro María Guerrero (Madrid) se estrena el poema El sol de Ayacucho de Francisco Villaespesa."
"1938-2-1","1938","en Salamanca finalizan las proclamas radiofónicas del general Gonzalo Queipo de Llano."
"1939-2-1","1939","en Checoslovaquia, un decreto prevé la expulsión de todos los judíos extranjeros en un plazo de seis meses."
"1940-2-1","1940","las tropas soviéticas desencadenan, por sorpresa, una ofensiva contra Finlandia en la región de Summa."
"1940-2-1","1940","los artistas belgas René Magritte y Raoul Ubac lanzan la revista La Invención Colectiva."
"1940-2-1","1940","en Belgrado se celebra la conferencia de los Estados balcánicos sobre la paz."
"1940-2-1","1940","en Colombia, inicia sus operaciones Radio Nacional de Colombia."
"1941-2-1","1941","en España se constituye la Renfe (Red Nacional de los Ferrocarriles Españoles)."
"1941-2-1","1941","en la Unión Soviética se inaugura la línea regular aérea hasta el mar de Bering."
"1942-2-1","1942","en Noruega, Josef Terboven, Comisario del Reich (Alemania nazi) para la Noruega Ocupada nombra a Vidkun Quisling como primer ministro títere."
"1942-2-1","1942","en el campo de concentración de Buchenwald, se llevan a cabo los primeros experimentos con seres humanos sobre el tifus exantemático."
"1942-2-1","1942","en Estados Unidos ―en el marco de la Segunda Guerra Mundial (1939-1945)― comienza a transmitir Voice of America (La Voz de Estados Unidos), el servicio oficial de radio y televisión para el exterior producido por el Gobierno federal de ese país. Sus programas estaban dedicados a las áreas controladas por las fuerzas del Eje."
"1944-2-1","1944","en la Unión Soviética se modifica la primera Constitución de 1918."
"1946-2-1","1946","Hungría proclama la república; Zoltán Tildy es nombrado presidente."
"1946-2-1","1946","el noruego Trygve Lie, elegido primer secretario general de la ONU."
"1946-2-1","1946","el gobierno español autoriza la recuperación de la nacionalidad a los ciudadanos que la hubieran perdido por militar en los ejércitos beligerantes."
"1947-2-1","1947","en la Italia de la posguerra, Alcide de Gasperi forma gobierno con cristianodemócratas, comunistas y socialistas."
"1949-2-1","1949","el Banco de México vincula la cotización del peso a la del dólar, con el propósito de consolidarlo y reducir la diferencia entre el valor representativo de la moneda y el adquisitivo."
"1950-2-1","1950","en Finlandia, Urho Kekkonen es elegido presidente del Consejo."
"1951-2-1","1951","en el sitio de pruebas de Nevada ―en el marco de la operación Ranger―, Estados Unidos detona la bomba atómica Easy (de "
"1952-2-1","1952","en España se estrena la película La niña de la venta, dirigida por Ramón Torrado y protagonizada por Lola Flores y Manolo Caracol."
"1952-2-1","1952","en Milán (Italia), Enrico Baj y Sergio Dangelo publican el manifiesto de la «pintura nuclear»."
"1952-2-1","1952","en Nueva York, la Asamblea General de las Naciones Unidas condena a la Unión Soviética por violar el tratado ruso-chino de amistad, firmado en 1945."
"1953-2-1","1953","en los Países Bajos, tras un temporal de lluvia y viento que dura varios días, la marea sube enormemente, causando la rotura de varios diques y provocando "
"1954-2-1","1954","en España, la organización Falange Española Tradicionalista y de las JONS (Juntas de Ofensiva Nacional Sindicalista) constituye la Junta Nacional de la Vieja Guardia."
"1955-2-1","1955","en Bogotá, Colombia, se fundó la Universidad Pedagógica Nacional Femenina (actual Universidad Pedagógica Nacional de Colombia desde 1962)."
"1956-2-1","1956","en Colombia, los profesores universitarios José Chaus y Álvaro Angulo publican el opúsculo Opiniones acerca de la normalización institucional en ese país."
"1956-2-1","1956","en Europa se vive una gran ola de frío que afecta a todo el continente."
"1957-2-1","1957","el alcalde de Sabadell (Cataluña), J. M. Marcet, presenta un informe al dictador Franco sobre la discriminación económica de la que es objeto Cataluña."
"1958-2-1","1958","UTC la NASA pone en órbita el primer satélite estadounidense, el Explorer 1. (El primer satélite artificial de la Historia fue el soviético Sputnik 1, lanzado el 4 de octubre de 1957)."
"1958-2-1","1958","en El Cairo, Egipto y Siria se unen, formando la República Árabe Unida, posteriormente disuelta."
"1960-2-1","1960","los ministros de la CEE (Comunidad Económica Europea) estudian la admisión de Grecia."
"1960-2-1","1960","en Argelia se rinden los rebeldes contra los franceses."
"1961-2-1","1961","Estados Unidos lanza el LGM-"
"1964-2-1","1964","el grupo británico The Beatles ocupa el primer lugar de la lista de éxitos en Estados Unidos con su canción I want to hold your hand."
"1965-2-1","1965","el atleta australiano Ron Clarke logra batir el récord mundial de los "
"1966-2-1","1966","el presidente estadounidense Lyndon B. Johnson exige al Congreso una concesión de "
"1968-2-1","1968","en Ciudad del Cabo (Sudáfrica), el profesor Christiaan Barnard realiza satisfactoriamente su segundo trasplante de corazón."
"1968-2-1","1968","en el marco de la guerra de Vietnam, el jefe de la policía survietnamita, general Nguyen Ngoc Loan (1930-1998) asesina a un prisionero norvietnamita ante las cámaras de NBC. En los Estados Unidos, esta imagen aumentó la oposición a la invasión estadounidense.[3]"
"1969-2-1","1969","la Cruz Roja Internacional reanuda los envíos a la desaparecida República de Biafra, actual región de Nigeria."
"1970-2-1","1970","en Colombia se registran graves enfrentamientos entre los partidarios del candidato Gustavo Rojas Pinilla y los progubernamentalistas, ante la proximidad de la campaña electoral para cubrir la presidencia del país."
"1970-2-1","1970","en la ciudad argentina de Benavídez (provincia de Buenos Aires), colisionan dos trenes, dejando un saldo de "
"1973-2-1","1973","en España se celebra un «consejo de guerra» contra seis estudiantes acusados de incendiar el consulado francés; cinco son condenados a "
"1973-2-1","1973","las compañías aéreas estadounidenses anulan los pedidos del avión francobritánico Concorde."
"1979-2-1","1979","en Teherán (Irán), el líder político-religioso Ruhollah Jomeini entra triunfante tras el éxito de la revolución y el exilio del Sah."
"1980-2-1","1980","en la ciudad de Guatemala, la policía guatemalteca tortura hasta matar al campesino maya Gregorio Iujá-Yoná, quien había sido el único sobreviviente ―aunque con quemaduras graves― de la Matanza en la embajada española en Guatemala."
"1981-2-1","1981","Francia suministra a Irak "
"1982-2-1","1982","en España, las provincias de Oviedo y Santander se convierten en las comunidades autónomas uniprovinciales de Asturias y Cantabria, respectivamente."
"1985-2-1","1985","en Filipinas comienza el juicio por el asesinato de Benigno Aquino."
"1986-2-1","1986","en Nueva Delhi (India), el papa Juan Pablo II es recibido entre manifestaciones populares de protesta y grandes medidas de seguridad."
"1990-2-1","1990","el gobierno de Alemania Occidental adopta la resolución de efectuar negociaciones con Alemania Oriental para el establecimiento de una unión monetaria."
"1991-2-1","1991","en Pakistán, un terremoto de magnitud 6,"
"1992-2-1","1992","en España, Hacienda acuerda retener el "
"1993-2-1","1993","en la Comunidad Valenciana se constituye la Policía Autónoma."
"1996-2-1","1996","en Estados Unidos, el Congreso aprueba la Communications Decency Act (Ley de Decencia en las Telecomunicaciones)."
"1998-2-1","1998","en Sri Lanka, el ejército asesina a más de "
"1998-2-1","1998","en el Reino Unido se constituye como delito la tenencia de armas de fuego cortas."
"1998-2-1","1998","en los Estados Unidos, Lillian E. Fishburne se convierte en la primera mujer afroestadounidense en ser nombrada comodora."
"1999-2-1","1999","en Francia, la Société Générale (SG) y el Banco Paribas ―dos de las principales entidades financieras francesas― anuncian su fusión. La nueva entidad, BNP Paribas, se convierte en el tercer banco europeo y el cuarto mundial."
"2000-2-1","2000","en España entra en vigor la nueva Ley de Extranjería."
"2002-2-1","2002","en Pakistán, el terrorista musulmán Jálid Sheij Mojámed decapita a Daniel Pearl (periodista estadounidense y director de la Oficina para el Sur de Asia del diario Wall Street Journal), quien había sido secuestrado el 23 de enero de 2002."
"2003-2-1","2003","el transbordador espacial Columbia estalla al volver a la Tierra. Mueren sus siete tripulantes."
"2003-2-1","2003","en Francia entra en vigor el Tratado de Niza."
"2004-2-1","2004","un equipo de científicos rusos y estadounidenses dan a conocer la obtención de dos nuevos elementos químicos, el nihonio (Nh, n.º atómico 113), y el moscovio (Mc, n.º atómico 115)."
"2004-2-1","2004","en Arabia Saudita una estampida durante la peregrinación musulmana anual a la sagrada ciudad de La Meca produce "
"2004-2-1","2004","en Irán, un centenar de diputados reformistas presentan su dimisión en protesta por el rechazo del Consejo de Guardianes a los candidatos aperturistas."
"2004-2-1","2004","en Houston (Estados Unidos), en el marco del Super Bowl XXXVIII, el cantante Justin Timberlake involuntariamente le rompe una sección de la ropa a la cantante Janet Jackson, y uno de los pechos de ella resulta expuesto. Esto genera que los medios de comunicación estadounidenses se adhieran con mayor rigidez a las pautas de censura de la Comisión Federal de Comunicaciones."
"2005-2-1","2005","se descubre el gen que desencadena en el cerebro el inicio de la pubertad."
"2005-2-1","2005","se descubre la proteína que provoca la resistencia a la insulina y, como consecuencia, el desencadenamiento de la diabetes mellitus tipo II."
"2005-2-1","2005","se identifica, por primera vez, un mecanismo molecular en el hígado que se activa con las grasas saturadas de los alimentos, elevando la producción de LDL (el colesterol perjudicial) en la sangre."
"2005-2-1","2005","en Nepal, el rey Guianendra, montado en un discurso moralizador contra la corrupción política, abole la democracia y asume la totalidad de los poderes en un ambiente de aprobación popular."
"2005-2-1","2005","en Bruselas (Bélgica) es detenido Youssef Belhadj, presunto portavoz de Al Qaeda en Europa."
"2005-2-1","2005","en Leganés (Madrid) la policía detiene a cuatro marroquíes, miembros de una misma familia, por su presunta relación con los Atentados del 11 de marzo de 2004."
"2005-2-1","2005","la Asamblea Nacional Francesa aprueba el proyecto de ley de reforma constitucional para salvar las incompatibilidades con la Constitución Europea."
"2005-2-1","2005","en Dubái se inicia la construcción del edificio Burj Dubái."
"2006-2-1","2006","en las afueras de la ciudad de Bilbao (España), la banda terrorista ETA hace estallar una bomba en un edificio de Correos, sin causar daños de importancia."
"2006-2-1","2006","en la madrileña localidad de Fuenlabrada, un equipo de investigadores descubre un importante yacimiento arqueológico datado provisionalmente entre el siglo III y el VI, en el que se han localizado al menos "
"2006-2-1","2006","en Río de Janeiro (Brasil) las lluvias torrenciales causan más de una docena de víctimas mortales."
"2006-2-1","2006","el buque cisterna Ece se hunde en las aguas del Canal de la Mancha con unas "
"2009-2-1","2009","en España, un tornado en Málaga causa importantes daños materiales."
"2012-2-1","2012","en Puerto Saíd (Egipto) suceden incidentes en un partido de fútbol, que dejan "
"2013-2-1","2013","en Londres se inaugura The Shard, el edificio más alto de la Unión Europea."
"2019-2-1","2019","en México se registra un sismo de 6,"
"2019-2-1","2019","se anunció oficialmente el cese de operaciones de Machinima, Inc. después de casi "
